cluster,raw_log
22,"Jul  3 15:47:15 calvisitor-10-105-160-237 corecaptured[33533]: CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions"
20,"Jul  3 15:47:15 calvisitor-10-105-160-237 corecaptured[33533]: CCFile::captureLogRun() Exiting CCFile::captureLogRun"
28,"Jul  3 15:47:15 calvisitor-10-105-160-237 corecaptured[33533]: CCFile::copyFile fileName is [2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_15,47,15.349129]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt"
22,"Jul  3 15:53:05 calvisitor-10-105-160-237 kernel[0]: en0: channel changed to 1"
20,"Jul  3 15:53:38 calvisitor-10-105-160-237 kernel[0]: Sandbox: com.apple.Addres(33540) deny(1) network-outbound /private/var/run/mDNSResponder"
21,"Jul  3 15:53:49 calvisitor-10-105-160-237 corecaptured[33533]: CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: OneStats"
21,"Jul  3 16:05:45 authorMacBook-Pro com.apple.WebKit.WebContent[32778]: <<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4321 bytes @ 48 took 0.607292 sec. to complete, 7 reads >= 0.5 sec."
35,"Jul  3 16:05:45 authorMacBook-Pro symptomsd[215]: __73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2"
-1,"Jul  3 16:05:49 authorMacBook-Pro kernel[0]: AppleCamIn::handleWakeEvent_gated"
21,"Jul  3 16:05:51 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt, Current File [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt"
21,"Jul  3 16:05:51 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-005.txt, Current File [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-005.txt"
21,"Jul  3 16:05:51 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng, Current File [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng"
20,"Jul  3 16:05:51 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun() Exiting CCFile::captureLogRun"
-1,"Jul  3 16:05:51 authorMacBook-Pro corecaptured[33544]: CCFile::captureLog"
21,"Jul  3 16:06:19 calvisitor-10-105-160-237 corecaptured[33544]: CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt, Current File [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt"
-1,"Jul  3 16:07:32 authorMacBook-Pro kernel[0]: AppleCamIn::wakeEventHandlerThread"
-1,"Jul  3 16:07:33 authorMacBook-Pro configd[53]: network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-"
32,"Jul  3 16:07:33 authorMacBook-Pro kernel[0]: ARPT: 682827.873728: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0"
28,"Jul  3 16:07:33 authorMacBook-Pro corecaptured[33544]: CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml"
21,"Jul  3 16:07:33 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,07,33.934533]-AirPortBrcm4360_Logs-009.txt, Current File [2017-07-03_16,07,33.934533]-AirPortBrcm4360_Logs-009.txt"
-1,"Jul  3 16:07:39 authorMacBook-Pro kernel[0]: ARPT: 682833.053879: framerdy 0x0 bmccmd 3 framecnt 1024"
28,"Jul  3 16:07:39 authorMacBook-Pro corecaptured[33544]: CCFile::copyFile fileName is [2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.094895]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng"
-1,"Jul  3 16:07:39 authorMacBook-Pro corecaptured[33544]: CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7"
28,"Jul  3 16:07:39 authorMacBook-Pro corecaptured[33544]: CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml"
20,"Jul  3 16:07:39 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun() Exiting CCFile::captureLogRun"
-1,"Jul  3 16:07:40 authorMacBook-Pro corecaptured[33544]: CCFile::captureLog"
22,"Jul  3 16:07:40 authorMacBook-Pro kernel[0]: ARPT: 682834.192587: wlc_dump_aggfifo:"
21,"Jul  3 16:07:40 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,07,40.650186]-CCIOReporter-027.xml, Current File [2017-07-03_16,07,40.650186]-CCIOReporter-027.xml"
-1,"Jul  3 16:07:46 authorMacBook-Pro corecaptured[33544]: CCFile::captureLog"
32,"Jul  3 16:07:46 authorMacBook-Pro kernel[0]: ARPT: 682840.256116: AQM agg results 0x8001 len hi/lo: 0x0 0x30 BAbitmap(0-3) 0 0 0 0"
28,"Jul  3 16:07:46 authorMacBook-Pro corecaptured[33544]: CCFile::copyFile fileName is [2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,46.298508]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml"
-1,"Jul  3 16:07:48 authorMacBook-Pro networkd[195]: nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000"
20,"Jul  3 16:08:13 calvisitor-10-105-160-237 kernel[0]: IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"
-1,"Jul  3 16:25:21 calvisitor-10-105-160-237 kernel[0]: Wake reason: ?"
22,"Jul  3 16:25:21 calvisitor-10-105-160-237 kernel[0]: AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds"
22,"Jul  3 16:25:21 calvisitor-10-105-160-237 kernel[0]: AirPort: Link Up on awdl0"
-1,"Jul  3 16:25:21 authorMacBook-Pro networkd[195]: nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4"
21,"Jul  3 16:25:27 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,25,27.859687]-CCIOReporter-038.xml, Current File [2017-07-03_16,25,27.859687]-CCIOReporter-038.xml"
24,"Jul  3 16:25:45 authorMacBook-Pro com.apple.WebKit.WebContent[25654]: [16:25:45.631] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable."
20,"Jul  3 16:25:54 authorMacBook-Pro sandboxd[129] ([33562]): com.apple.Addres(33562) deny network-outbound /private/var/run/mDNSResponder"
-1,"Jul  3 16:27:03 authorMacBook-Pro kernel[0]: ARPT: 682969.397322: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]"
-1,"Jul  3 16:27:03 authorMacBook-Pro networkd[195]: nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4"
28,"Jul  3 16:27:05 authorMacBook-Pro corecaptured[33544]: CCFile::copyFile fileName is [2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,27,05.123034]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng"
-1,"Jul  3 16:27:05 authorMacBook-Pro corecaptured[33544]: CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions"
-1,"Jul  3 16:27:08 authorMacBook-Pro kernel[0]: AppleCamIn::handleWakeEvent_gated"
22,"Jul  3 16:27:09 authorMacBook-Pro kernel[0]: ARPT: 682977.654133: wlc_dump_aggfifo:"
28,"Jul  3 16:27:10 authorMacBook-Pro corecaptured[33544]: CCFile::copyFile fileName is [2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_16,27,10.162319]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt"
28,"Jul  3 16:27:10 authorMacBook-Pro corecaptured[33544]: doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_16,27,09.307937] - AuthFail:sts:5_rsn:0.xml"
-1,"Jul  3 16:27:11 authorMacBook-Pro UserEventAgent[43]: Captive: CNPluginHandler en0: Authenticated"
21,"Jul  3 16:27:47 calvisitor-10-105-160-184 locationd[82]: Location icon should now be in state 'Inactive'"
22,"Jul  3 16:28:34 calvisitor-10-105-160-184 kernel[0]: AppleCamIn::systemWakeCall - messageType = 0xE0000340"
24,"Jul  3 16:28:34 authorMacBook-Pro QQ[10018]: tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable"
-1,"Jul  3 16:28:34 authorMacBook-Pro QQ[10018]: tcp_connection_handle_connect_conditions_bad 21158 failed: 3 - No network route"
-1,"Jul  3 16:28:35 authorMacBook-Pro corecaptured[33544]: Received Capture Event"
21,"Jul  3 16:28:40 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt, Current File [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt"
20,"Jul  3 16:28:40 authorMacBook-Pro corecaptured[33544]: CCFile::captureLogRun() Exiting CCFile::captureLogRun"
-1,"Jul  3 16:28:40 authorMacBook-Pro corecaptured[33544]: CCFile::captureLog"
-1,"Jul  3 16:28:40 authorMacBook-Pro kernel[0]: ARPT: 683047.197539: framerdy 0x0 bmccmd 3 framecnt 1024"
21,"Jul  3 16:28:55 calvisitor-10-105-160-184 com.apple.CDScheduler[258]: Thermal pressure state: 0 Memory pressure state: 0"
22,"Jul  3 16:28:56 calvisitor-10-105-160-184 QQ[10018]: button report: 0x8002bdf"
24,"Dec 10 09:12:37 LabSZ sshd[24494]: error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth]"
23,"Dec 10 09:12:38 LabSZ sshd[24497]: Invalid user Management from 103.99.0.122"
24,"Dec 10 09:12:38 LabSZ sshd[24497]: input_userauth_request: invalid user Management [preauth]"
18,"Dec 10 09:12:38 LabSZ sshd[24497]: pam_unix(sshd:auth): check pass; user unknown"
25,"Dec 10 09:12:38 LabSZ sshd[24497]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122"
23,"Dec 10 09:12:40 LabSZ sshd[24497]: Failed password for invalid user Management from 103.99.0.122 port 55028 ssh2"
24,"Dec 10 09:12:40 LabSZ sshd[24497]: error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth]"
25,"Dec 10 09:12:40 LabSZ sshd[24499]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122  user=root"
23,"Dec 10 09:12:42 LabSZ sshd[24499]: Failed password for root from 103.99.0.122 port 57956 ssh2"
24,"Dec 10 09:12:42 LabSZ sshd[24499]: error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth]"
23,"Dec 10 09:12:43 LabSZ sshd[24501]: Invalid user ftpuser from 103.99.0.122"
24,"Dec 10 09:12:43 LabSZ sshd[24501]: input_userauth_request: invalid user ftpuser [preauth]"
18,"Dec 10 09:12:43 LabSZ sshd[24501]: pam_unix(sshd:auth): check pass; user unknown"
25,"Dec 10 09:12:43 LabSZ sshd[24501]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122"
23,"Dec 10 09:12:44 LabSZ sshd[24501]: Failed password for invalid user ftpuser from 103.99.0.122 port 60836 ssh2"
24,"Dec 10 09:12:44 LabSZ sshd[24501]: error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth]"
21,"Dec 10 09:12:46 LabSZ sshd[24503]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:12:46 LabSZ sshd[24503]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:12:48 LabSZ sshd[24503]: Failed password for root from 187.141.143.180 port 33314 ssh2"
24,"Dec 10 09:12:48 LabSZ sshd[24503]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
21,"Dec 10 09:12:51 LabSZ sshd[24505]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:12:51 LabSZ sshd[24505]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:12:53 LabSZ sshd[24505]: Failed password for root from 187.141.143.180 port 34508 ssh2"
24,"Dec 10 09:12:54 LabSZ sshd[24505]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
23,"Dec 10 09:12:57 LabSZ sshd[24487]: Invalid user api from 185.190.58.151"
24,"Dec 10 09:12:57 LabSZ sshd[24487]: input_userauth_request: invalid user api [preauth]"
18,"Dec 10 09:12:57 LabSZ sshd[24487]: pam_unix(sshd:auth): check pass; user unknown"
25,"Dec 10 09:12:57 LabSZ sshd[24487]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=185.190.58.151"
21,"Dec 10 09:12:57 LabSZ sshd[24507]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:12:57 LabSZ sshd[24507]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:12:59 LabSZ sshd[24487]: Failed password for invalid user api from 185.190.58.151 port 36894 ssh2"
23,"Dec 10 09:12:59 LabSZ sshd[24507]: Failed password for root from 187.141.143.180 port 35685 ssh2"
24,"Dec 10 09:12:59 LabSZ sshd[24507]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
21,"Dec 10 09:13:03 LabSZ sshd[24509]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:13:03 LabSZ sshd[24509]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:13:03 LabSZ sshd[24487]: Connection closed by 185.190.58.151 [preauth]"
23,"Dec 10 09:13:05 LabSZ sshd[24509]: Failed password for root from 187.141.143.180 port 36902 ssh2"
24,"Dec 10 09:13:05 LabSZ sshd[24509]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
21,"Dec 10 09:13:08 LabSZ sshd[24512]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:13:08 LabSZ sshd[24512]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:13:10 LabSZ sshd[24512]: Failed password for root from 187.141.143.180 port 38180 ssh2"
24,"Dec 10 09:13:10 LabSZ sshd[24512]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
21,"Dec 10 09:13:13 LabSZ sshd[24514]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:13:13 LabSZ sshd[24514]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:13:15 LabSZ sshd[24514]: Failed password for root from 187.141.143.180 port 39319 ssh2"
24,"Dec 10 09:13:15 LabSZ sshd[24514]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
21,"Dec 10 09:13:19 LabSZ sshd[24516]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:13:19 LabSZ sshd[24516]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:13:21 LabSZ sshd[24516]: Failed password for root from 187.141.143.180 port 40414 ssh2"
24,"Dec 10 09:13:21 LabSZ sshd[24516]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
23,"Dec 10 09:13:22 LabSZ sshd[24511]: Did not receive identification string from 185.190.58.151"
21,"Dec 10 09:13:25 LabSZ sshd[24518]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:13:25 LabSZ sshd[24518]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:13:26 LabSZ sshd[24518]: Failed password for root from 187.141.143.180 port 41834 ssh2"
24,"Dec 10 09:13:27 LabSZ sshd[24518]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
21,"Dec 10 09:13:30 LabSZ sshd[24520]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:13:30 LabSZ sshd[24520]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:13:32 LabSZ sshd[24520]: Failed password for root from 187.141.143.180 port 43092 ssh2"
24,"Dec 10 09:13:33 LabSZ sshd[24520]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
21,"Dec 10 09:13:36 LabSZ sshd[24522]: reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!"
25,"Dec 10 09:13:36 LabSZ sshd[24522]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root"
23,"Dec 10 09:13:38 LabSZ sshd[24522]: Failed password for root from 187.141.143.180 port 44328 ssh2"
24,"Dec 10 09:13:39 LabSZ sshd[24522]: Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]"
